"id","title","videoid","video_secret","download_size","website_url","activate","order","is_free","created_at","updated_at","subject_type_id"
36,"Lecture 001
Lecture Topic: Abdominal 1022-1066
Duration: 1:26:12","679375675","742cbb68ad","{""360p"": ""152.94MB"", ""540p"": ""320.4MB"", ""720p"": ""449.32MB""}","<div style=""padding:222.22% 0 0 0;position:relative;""><iframe src=""https://player.vimeo.com/video/679375675?h=742cbb68ad&amp;badge=0&amp;autopause=0&amp;player_id=0&amp;app_id=58479"" frameborder=""0"" allow=""autoplay; fullscreen; picture-in-picture"" allowfullscreen style=""position:absolute;top:0;left:0;width:100%;height:100%;"" title=""Abdominal 1022-1066""></iframe></div><script src=""https://player.vimeo.com/api/player.js""></script>",1,1,1,"2022-02-19 03:00:33.662430","2022-02-25 11:20:50.275284",40
37,"Lecture 001
Lecture Topic: Gastroenterology (764-797)
Duration: 56:08","679598105","9670bec3bb","{""360p"": ""98.99MB"", ""540p"": ""196.7MB"", ""720p"": ""274.53MB""}","<div style=""padding:53.65% 0 0 0;position:relative;""><iframe src=""https://player.vimeo.com/video/679598105?h=9670bec3bb&amp;badge=0&amp;autopause=0&amp;player_id=0&amp;app_id=58479"" frameborder=""0"" allow=""autoplay; fullscreen; picture-in-picture"" allowfullscreen style=""position:absolute;top:0;left:0;width:100%;height:100%;"" title=""Gastroenterology (764-797)""></iframe></div><script src=""https://player.vimeo.com/api/player.js""></script>",1,1,1,"2022-02-20 02:16:42.228451","2022-02-25 11:20:30.077886",39
38,"Lecture 002
Lecture Topic: Diabetes mellitus part-1
Duration: 50:18","679598470","20b9fb36aa","{""360p"": ""100.96MB"", ""540p"": ""206.41MB"", ""720p"": ""261.68MB""}","<div style=""padding:56.6% 0 0 0;position:relative;""><iframe src=""https://player.vimeo.com/video/679598470?h=20b9fb36aa&amp;badge=0&amp;autopause=0&amp;player_id=0&amp;app_id=58479"" frameborder=""0"" allow=""autoplay; fullscreen; picture-in-picture"" allowfullscreen style=""position:absolute;top:0;left:0;width:100%;height:100%;"" title=""Diabetes mellitus part-1""></iframe></div><script src=""https://player.vimeo.com/api/player.js""></script>",1,2,1,"2022-02-20 02:19:18.856037","2022-02-21 07:58:33.809070",39
39,"Lecture 003
Lecture Topic: Diabetes mellitus part-2
Duration: 55:03","679599132","9a6b71af06","{""360p"": ""116.42MB"", ""540p"": ""239.69MB"", ""720p"": ""306.88MB""}","<div style=""padding:56.6% 0 0 0;position:relative;""><iframe src=""https://player.vimeo.com/video/679599132?h=9a6b71af06&amp;badge=0&amp;autopause=0&amp;player_id=0&amp;app_id=58479"" frameborder=""0"" allow=""autoplay; fullscreen; picture-in-picture"" allowfullscreen style=""position:absolute;top:0;left:0;width:100%;height:100%;"" title=""Diabetes mellitus part-2""></iframe></div><script src=""https://player.vimeo.com/api/player.js""></script>",1,3,0,"2022-02-20 02:30:01.587179","2022-02-21 07:58:40.361514",39
40,"Lecture 004
Lecture Topic: Diabetes mellitus part-3
Duration: 20:48","679598929",f68b2bf300,"{""360p"": ""44.17MB"", ""540p"": ""90.97MB"", ""720p"": ""121.4MB""}","<div style=""padding:56.6% 0 0 0;position:relative;""><iframe src=""https://player.vimeo.com/video/679598929?h=f68b2bf300&amp;badge=0&amp;autopause=0&amp;player_id=0&amp;app_id=58479"" frameborder=""0"" allow=""autoplay; fullscreen; picture-in-picture"" allowfullscreen style=""position:absolute;top:0;left:0;width:100%;height:100%;"" title=""Diabetes mellitus part-3""></iframe></div><script src=""https://player.vimeo.com/api/player.js""></script>",1,4,0,"2022-02-20 02:30:10.499614","2022-02-20 12:59:24.726990",39
50,"Lecture 010
Lecture Topic: Genetics
Duration: 36:19","679664364",f1735ef848,"{""360p"": ""41.25MB"", ""540p"": ""75.97MB""}","<div style=""padding:45% 0 0 0;position:relative;""><iframe src=""https://player.vimeo.com/video/679664364?h=f1735ef848&amp;badge=0&amp;autopause=0&amp;player_id=0&amp;app_id=58479"" frameborder=""0"" allow=""autoplay; fullscreen; picture-in-picture"" allowfullscreen style=""position:absolute;top:0;left:0;width:100%;height:100%;"" title=""2022-02-20 165821""></iframe></div><script src=""https://player.vimeo.com/api/player.js""></script>",1,10,0,"2022-02-20 11:10:36.259757","2022-02-20 11:10:36.259797",60
51,"Lecture 005
Lecture Topic: General aspects of medical practice Chapter-1 (Part-A)
Duration: 13:46","680309584","1d13eeaa2d","{""360p"": ""19.43MB"", ""540p"": ""40.3MB"", ""720p"": ""48.87MB""}","<div style=""padding:55.13% 0 0 0;position:relative;""><iframe src=""https://player.vimeo.com/video/680309584?h=1d13eeaa2d&amp;badge=0&amp;autopause=0&amp;player_id=0&amp;app_id=58479"" frameborder=""0"" allow=""autoplay; fullscreen; picture-in-picture"" allowfullscreen style=""position:absolute;top:0;left:0;width:100%;height:100%;"" title=""General aspects of medical practice Chapter-1 (Part-A)""></iframe></div><script src=""https://player.vimeo.com/api/player.js""></script>",1,5,0,"2022-02-23 03:30:07.175494","2022-02-23 03:30:07.175535",39
52,"Lecture 006
Lecture Topic: General aspects of medical Practice Chapter-1 (Part-B)
Duration: 57:44","680309693","618e18d860","{""360p"": ""128.98MB"", ""540p"": ""265.88MB"", ""720p"": ""346.78MB""}","<div style=""padding:56.6% 0 0 0;position:relative;""><iframe src=""https://player.vimeo.com/video/680309693?h=618e18d860&amp;badge=0&amp;autopause=0&amp;player_id=0&amp;app_id=58479"" frameborder=""0"" allow=""autoplay; fullscreen; picture-in-picture"" allowfullscreen style=""position:absolute;top:0;left:0;width:100%;height:100%;"" title=""General aspects of medical Practice Chapter-1 (Part-B)""></iframe></div><script src=""https://player.vimeo.com/api/player.js""></script>",1,6,0,"2022-02-23 03:32:46.585817","2022-02-23 03:32:46.585859",39
53,"Lecture 007
Lecture Topic: General aspects of medical practice Chapter-2 (Part-A)
Duration: 20:20","680310784","6dbb535fba","{""360p"": ""42.78MB"", ""540p"": ""87.7MB"", ""720p"": ""112.35MB""}","<div style=""padding:56.6% 0 0 0;position:relative;""><iframe src=""https://player.vimeo.com/video/680310784?h=6dbb535fba&amp;badge=0&amp;autopause=0&amp;player_id=0&amp;app_id=58479"" frameborder=""0"" allow=""autoplay; fullscreen; picture-in-picture"" allowfullscreen style=""position:absolute;top:0;left:0;width:100%;height:100%;"" title=""General aspects of medical practice Chapter-2 (Part-A)""></iframe></div><script src=""https://player.vimeo.com/api/player.js""></script>",1,7,0,"2022-02-23 03:35:21.985570","2022-02-23 03:35:21.985607",39
54,"Lecture 008
Lecture Topic: General aspects of medical Practice Chapter-2 (Part-B)
Duration: 25:39","680311186",aa22315dcd,"{""360p"": ""58.15MB"", ""540p"": ""121.75MB"", ""720p"": ""165.68MB""}","<div style=""padding:56.6% 0 0 0;position:relative;""><iframe src=""https://player.vimeo.com/video/680311186?h=aa22315dcd&amp;badge=0&amp;autopause=0&amp;player_id=0&amp;app_id=58479"" frameborder=""0"" allow=""autoplay; fullscreen; picture-in-picture"" allowfullscreen style=""position:absolute;top:0;left:0;width:100%;height:100%;"" title=""General aspects of medical Practice Chapter-2 (Part-B)""></iframe></div><script src=""https://player.vimeo.com/api/player.js""></script>",1,8,0,"2022-02-23 03:38:16.192232","2022-02-23 03:38:16.192273",39
55,"Lecture 009
Lecture Topic: Environmental medicine FCPS part-1 Medicine (Paper-1)
Duration: 44:06","680308698","0ae1231e15","{""360p"": ""105.43MB"", ""540p"": ""222.3MB"", ""720p"": ""302.58MB""}","<div style=""padding:56.6% 0 0 0;position:relative;""><iframe src=""https://player.vimeo.com/video/680308698?h=0ae1231e15&amp;badge=0&amp;autopause=0&amp;player_id=0&amp;app_id=58479"" frameborder=""0"" allow=""autoplay; fullscreen; picture-in-picture"" allowfullscreen style=""position:absolute;top:0;left:0;width:100%;height:100%;"" title=""Environmental medicine FCPS part-1 Medicine (Paper-1)""></iframe></div><script src=""https://player.vimeo.com/api/player.js""></script>",1,9,0,"2022-02-23 03:41:08.619727","2022-02-23 03:41:08.619765",39
56,"Lecture 010
Lecture Topic: Genetics part-A
Duration: 49:39","680311900",eda8000020,"{""360p"": ""112.12MB"", ""540p"": ""233.39MB"", ""720p"": ""301.23MB""}","<div style=""padding:56.6% 0 0 0;position:relative;""><iframe src=""https://player.vimeo.com/video/680311900?h=eda8000020&amp;badge=0&amp;autopause=0&amp;player_id=0&amp;app_id=58479"" frameborder=""0"" allow=""autoplay; fullscreen; picture-in-picture"" allowfullscreen style=""position:absolute;top:0;left:0;width:100%;height:100%;"" title=""Genetics part-A""></iframe></div><script src=""https://player.vimeo.com/api/player.js""></script>",1,10,0,"2022-02-23 03:44:06.536907","2022-02-23 03:44:06.536945",39
57,"Lecture 011
Lecture Topic: Genetics part-B
Duration: 21:20","680313609",df4b49fe92,"{""360p"": ""50.69MB"", ""540p"": ""107.04MB"", ""720p"": ""149.34MB""}","<div style=""padding:56.6% 0 0 0;position:relative;""><iframe src=""https://player.vimeo.com/video/680313609?h=df4b49fe92&amp;badge=0&amp;autopause=0&amp;player_id=0&amp;app_id=58479"" frameborder=""0"" allow=""autoplay; fullscreen; picture-in-picture"" allowfullscreen style=""position:absolute;top:0;left:0;width:100%;height:100%;"" title=""Genetics part-B""></iframe></div><script src=""https://player.vimeo.com/api/player.js""></script>",1,11,0,"2022-02-23 03:45:53.900471","2022-02-23 03:46:25.160065",39
58,"Lecture 012
Lecture Topic: Oncology FCPS Part-1 medicine
Duration: 33:55","680314304",c48e915bda,"{""360p"": ""88.79MB"", ""540p"": ""192.16MB"", ""720p"": ""289.07MB""}","<div style=""padding:56.6% 0 0 0;position:relative;""><iframe src=""https://player.vimeo.com/video/680314304?h=c48e915bda&amp;badge=0&amp;autopause=0&amp;player_id=0&amp;app_id=58479"" frameborder=""0"" allow=""autoplay; fullscreen; picture-in-picture"" allowfullscreen style=""position:absolute;top:0;left:0;width:100%;height:100%;"" title=""Oncology FCPS Part-1 medicine""></iframe></div><script src=""https://player.vimeo.com/api/player.js""></script>",1,12,0,"2022-02-23 03:48:43.533963","2022-02-23 03:48:43.534003",39
59,"Lecture 013
Lecture Topic: Gastroenterology (797-844)
Duration: 1:07:57","680730370","574ab59fda","{""360p"": ""133.28MB"", ""540p"": ""269.59MB"", ""720p"": ""368.19MB""}","<div style=""padding:56.25% 0 0 0;position:relative;""><iframe src=""https://player.vimeo.com/video/680730370?h=574ab59fda&amp;badge=0&amp;autopause=0&amp;player_id=0&amp;app_id=58479"" frameborder=""0"" allow=""autoplay; fullscreen; picture-in-picture"" allowfullscreen style=""position:absolute;top:0;left:0;width:100%;height:100%;"" title=""Gastroenterology (797-844)""></iframe></div><script src=""https://player.vimeo.com/api/player.js""></script>",1,13,0,"2022-02-23 05:21:10.758270","2022-02-23 05:21:10.758306",39
60,"Lecture 014
Lecture Topic: Hepatology
Duration: 51:14","680730964",d87049049d,"{""360p"": ""141.97MB"", ""540p"": ""319.86MB"", ""720p"": ""504.13MB""}","<div style=""padding:58.16% 0 0 0;position:relative;""><iframe src=""https://player.vimeo.com/video/680730964?h=d87049049d&amp;badge=0&amp;autopause=0&amp;player_id=0&amp;app_id=58479"" frameborder=""0"" allow=""autoplay; fullscreen; picture-in-picture"" allowfullscreen style=""position:absolute;top:0;left:0;width:100%;height:100%;"" title=""Hepatology""></iframe></div><script src=""https://player.vimeo.com/api/player.js""></script>",1,14,0,"2022-02-23 05:25:28.366276","2022-02-23 05:25:28.366322",39
61,"Lecture 002
Lecture Topic: Abdomen chapter-1 and 3
Duration: 1:39:55","682119813","69c0c74b0f","{""360p"": ""173.15MB"", ""540p"": ""361.08MB"", ""720p"": ""559.69MB""}","<div style=""padding:221.75% 0 0 0;position:relative;""><iframe src=""https://player.vimeo.com/video/682119813?h=69c0c74b0f&amp;badge=0&amp;autopause=0&amp;player_id=0&amp;app_id=58479"" frameborder=""0"" allow=""autoplay; fullscreen; picture-in-picture"" allowfullscreen style=""position:absolute;top:0;left:0;width:100%;height:100%;"" title=""Abdomen chapter-1 and 3""></iframe></div><script src=""https://player.vimeo.com/api/player.js""></script>",1,2,0,"2022-02-26 03:55:50.928801","2022-02-26 03:55:50.928854",40
64,"Lecture 003
Lecture Topic: Oesophagus
Duration: 1:14:58","682692285","54ed1fb954","{""360p"": ""129.2MB"", ""540p"": ""261.69MB"", ""720p"": ""360.15MB""}","<div style=""padding:222.22% 0 0 0;position:relative;""><iframe src=""https://player.vimeo.com/video/682692285?h=54ed1fb954&amp;badge=0&amp;autopause=0&amp;player_id=0&amp;app_id=58479"" frameborder=""0"" allow=""autoplay; fullscreen; picture-in-picture"" allowfullscreen style=""position:absolute;top:0;left:0;width:100%;height:100%;"" title=""baily-and-love""></iframe></div><script src=""https://player.vimeo.com/api/player.js""></script>",1,3,0,"2022-02-28 05:57:05.628645","2022-02-28 05:57:05.628686",40
65,"Lecture 011
Lecture Topic: Neoplasia
Duration: 20:38","682818133","4837cc2e4d","{""360p"": ""23.25MB"", ""540p"": ""43.46MB""}","<div style=""padding:45% 0 0 0;position:relative;""><iframe src=""https://player.vimeo.com/video/682818133?h=4837cc2e4d&amp;badge=0&amp;autopause=0&amp;player_id=0&amp;app_id=58479"" frameborder=""0"" allow=""autoplay; fullscreen; picture-in-picture"" allowfullscreen style=""position:absolute;top:0;left:0;width:100%;height:100%;"" title=""Neoplasia""></iframe></div><script src=""https://player.vimeo.com/api/player.js""></script>",1,11,0,"2022-02-28 12:38:00.971917","2022-02-28 12:38:00.971972",60
66,"Lecture 012 
Lecture Topic: Neoplasia 2 
Duration: 26:47","682818373",ce32d7dfc6,"{""360p"": ""29.25MB"", ""540p"": ""54.05MB""}","<div style=""padding:45% 0 0 0;position:relative;""><iframe src=""https://player.vimeo.com/video/682818373?h=ce32d7dfc6&amp;badge=0&amp;autopause=0&amp;player_id=0&amp;app_id=58479"" frameborder=""0"" allow=""autoplay; fullscreen; picture-in-picture"" allowfullscreen style=""position:absolute;top:0;left:0;width:100%;height:100%;"" title=""Neoplasia 2""></iframe></div><script src=""https://player.vimeo.com/api/player.js""></script>",1,12,0,"2022-02-28 12:40:40.315425","2022-02-28 12:40:40.315470",60
69,"Lecture 015
Lecture Topic: Cardiology part-1
Duration: 36:08","683881032","71419ac062","{""360p"": ""69.9MB"", ""540p"": ""142.99MB"", ""720p"": ""181.15MB""}","<div style=""padding:56.6% 0 0 0;position:relative;""><iframe src=""https://player.vimeo.com/video/683881032?h=71419ac062&amp;badge=0&amp;autopause=0&amp;player_id=0&amp;app_id=58479"" frameborder=""0"" allow=""autoplay; fullscreen; picture-in-picture"" allowfullscreen style=""position:absolute;top:0;left:0;width:100%;height:100%;"" title=""Cardiology part-1""></iframe></div><script src=""https://player.vimeo.com/api/player.js""></script>",1,15,0,"2022-03-02 17:35:24.022665","2022-03-02 17:35:24.022708",39
71,"Lecture 016
Lecture Topic: Cardiology part-2
Duration: 46:29","683883731",d004de74ff,"{""360p"": ""93.57MB"", ""540p"": ""194.18MB"", ""720p"": ""256.22MB""}","<div style=""padding:56.6% 0 0 0;position:relative;""><iframe src=""https://player.vimeo.com/video/683883731?h=d004de74ff&amp;badge=0&amp;autopause=0&amp;player_id=0&amp;app_id=58479"" frameborder=""0"" allow=""autoplay; fullscreen; picture-in-picture"" allowfullscreen style=""position:absolute;top:0;left:0;width:100%;height:100%;"" title=""Cardiology part-2""></iframe></div><script src=""https://player.vimeo.com/api/player.js""></script>",1,16,0,"2022-03-02 17:45:24.749894","2022-03-02 17:49:08.598605",39
72,"Lecture 004
Lecture Topic: The liver
Duration: 1:46:41","683890538","4c978beb33","{""360p"": ""186.46MB"", ""540p"": ""380.51MB"", ""720p"": ""513.51MB""}","<div style=""padding:222.22% 0 0 0;position:relative;""><iframe src=""https://player.vimeo.com/video/683890538?h=4c978beb33&amp;badge=0&amp;autopause=0&amp;player_id=0&amp;app_id=58479"" frameborder=""0"" allow=""autoplay; fullscreen; picture-in-picture"" allowfullscreen style=""position:absolute;top:0;left:0;width:100%;height:100%;"" title=""baily_loves""></iframe></div><script src=""https://player.vimeo.com/api/player.js""></script>",0,10,0,"2022-03-02 18:34:20.638391","2023-08-22 13:59:28.650812",123
74,"Lecture 002
Lecture Topic: Physical growth and development and assessment
Duration: 23:30","684082977","269841faf4","{""360p"": ""29.6MB"", ""540p"": ""58.4MB"", ""720p"": ""74.71MB""}","<div style=""padding:56.16% 0 0 0;position:relative;""><iframe src=""https://player.vimeo.com/video/684082977?h=269841faf4&amp;badge=0&amp;autopause=0&amp;player_id=0&amp;app_id=58479"" frameborder=""0"" allow=""autoplay; fullscreen; picture-in-picture"" allowfullscreen style=""position:absolute;top:0;left:0;width:100%;height:100%;"" title=""Physical growth and development and assessment""></iframe></div><script src=""https://player.vimeo.com/api/player.js""></script>",1,2,0,"2022-03-03 05:13:17.743535","2022-03-03 05:13:17.743566",42
75,"Lecture 003
Lecture Topic: Feeding of infant and children & IMCI &  Complementary feeding
Duration: 13:17","684082449","4e2bdc3533","{""360p"": ""21.39MB"", ""540p"": ""41.2MB"", ""720p"": ""57.48MB""}","<div style=""padding:53.25% 0 0 0;position:relative;""><iframe src=""https://player.vimeo.com/video/684082449?h=4e2bdc3533&amp;badge=0&amp;autopause=0&amp;player_id=0&amp;app_id=58479"" frameborder=""0"" allow=""autoplay; fullscreen; picture-in-picture"" allowfullscreen style=""position:absolute;top:0;left:0;width:100%;height:100%;"" title=""Feeding of infant and children &amp;amp; IMCI &amp;amp;  Complementary feeding""></iframe></div><script src=""https://player.vimeo.com/api/player.js""></script>",1,3,0,"2022-03-03 05:18:40.211351","2022-03-03 05:18:40.211392",42
76,"Lecture 004
Lecture Topic: Nutritional disorder Part - 1
Duration: 34:11","684082703",f2f09ab5f6,"{""360p"": ""50.95MB"", ""540p"": ""101.27MB"", ""720p"": ""133.57MB""}","<div style=""padding:56.16% 0 0 0;position:relative;""><iframe src=""https://player.vimeo.com/video/684082703?h=f2f09ab5f6&amp;badge=0&amp;autopause=0&amp;player_id=0&amp;app_id=58479"" frameborder=""0"" allow=""autoplay; fullscreen; picture-in-picture"" allowfullscreen style=""position:absolute;top:0;left:0;width:100%;height:100%;"" title=""Nutritional disorder P-1""></iframe></div><script src=""https://player.vimeo.com/api/player.js""></script>",1,4,0,"2022-03-03 05:21:15.599844","2022-03-03 05:21:15.599879",42
77,"Lecture 005
Lecture Topic: Nutritional disorder Part - 2
Duration: 14:44","684082881","4b6b5eb858","{""360p"": ""19.97MB"", ""540p"": ""39.46MB"", ""720p"": ""50.7MB""}","<div style=""padding:56.16% 0 0 0;position:relative;""><iframe src=""https://player.vimeo.com/video/684082881?h=4b6b5eb858&amp;badge=0&amp;autopause=0&amp;player_id=0&amp;app_id=58479"" frameborder=""0"" allow=""autoplay; fullscreen; picture-in-picture"" allowfullscreen style=""position:absolute;top:0;left:0;width:100%;height:100%;"" title=""Nutritional disorder P-2""></iframe></div><script src=""https://player.vimeo.com/api/player.js""></script>",1,5,0,"2022-03-03 05:25:31.824962","2022-03-03 05:25:31.825007",42
78,"Lecture 006
Lecture Topic: Immunization and vaccination & Vaccine  preventable diseases & Preventable paediatrics
Duration: 30:51","684082550",c5ec7831c2,"{""360p"": ""43.06MB"", ""540p"": ""84.37MB"", ""720p"": ""110.05MB""}","<div style=""padding:56.16% 0 0 0;position:relative;""><iframe src=""https://player.vimeo.com/video/684082550?h=c5ec7831c2&amp;badge=0&amp;autopause=0&amp;player_id=0&amp;app_id=58479"" frameborder=""0"" allow=""autoplay; fullscreen; picture-in-picture"" allowfullscreen style=""position:absolute;top:0;left:0;width:100%;height:100%;"" title=""Immunization and vaccination &amp;amp; Vaccine  preventable diseases &amp;amp; Preventable paediatrics""></iframe></div><script src=""https://player.vimeo.com/api/player.js""></script>",1,6,0,"2022-03-03 05:31:28.067715","2022-03-03 05:31:28.067761",42
79,"Lecture 002
Lecture Topic: Endocrinology in pregnancy
Duration: 22:40","684897190","805ca53656","{""360p"": ""39.01MB"", ""540p"": ""82.53MB""}","<div style=""padding:222.22% 0 0 0;position:relative;""><iframe src=""https://player.vimeo.com/video/684897190?h=805ca53656&amp;badge=0&amp;autopause=0&amp;player_id=0&amp;app_id=58479"" frameborder=""0"" allow=""autoplay; fullscreen; picture-in-picture"" allowfullscreen style=""position:absolute;top:0;left:0;width:100%;height:100%;"" title=""Endocrinology in pregnancy""></iframe></div><script src=""https://player.vimeo.com/api/player.js""></script>",1,2,0,"2022-03-05 07:08:59.936754","2022-03-05 07:08:59.936794",41
