"id","title","videoid","video_secret","download_size","website_url","activate","order","is_free","created_at","updated_at","subject_type_id","thumbnail_url","date_field","duration","pdflink"
11,"Lecture - 04 (Part 1)

Topic: 
Transformation of Active & Passive
(Basic Rules & Tense Related Rules)","578479738",English Wizard,"{""360p"": ""25.97MB"", ""540p"": ""48.74MB"",  ""720p"": ""55.16MB"", ""1080p"": ""66.69MB""}","<div style=""padding:56.25% 0 0 0;position:relative;""><iframe src=""https://player.vimeo.com/video/578479738?badge=0&amp;autopause=0&amp;player_id=0&amp;app_id=58479"" frameborder=""0"" allow=""autoplay; fullscreen; picture-in-picture"" allowfullscreen style=""position:absolute;top:0;left:0;width:100%;height:100%;"" title=""LM21072301 - Active to Passive Part 1 Final_17m18s""></iframe></div><script src=""https://player.vimeo.com/api/player.js""></script>",1,-11,0,"2021-07-23 14:36:22.364887","2023-08-29 10:46:50.681946",29,https://elasticbeanstalk-ap-southeast-1-051040323559.s3.amazonaws.com/livemcq-files/media/uploads/English-Wizard.png,,"17:18",
12,"Lecture - 04 (Part 2)

Topic: 
Transformation of Active & Passive
(Interrogative Sentence)","579059204",English Wizard,"{""360p"": ""31.21MB"", ""540p"": ""58.64MB"",  ""720p"": ""65.81MB"", ""1080p"": ""79.86MB""}","<div style=""padding:56.25% 0 0 0;position:relative;""><iframe src=""https://player.vimeo.com/video/579059204?badge=0&amp;autopause=0&amp;player_id=0&amp;app_id=58479"" frameborder=""0"" allow=""autoplay; fullscreen; picture-in-picture"" allowfullscreen style=""position:absolute;top:0;left:0;width:100%;height:100%;"" title=""Lecture005 - Voice Change Part 2 -website""></iframe></div><script src=""https://player.vimeo.com/api/player.js""></script>",1,-12,0,"2021-07-25 13:42:22.361083","2023-08-29 10:46:59.270719",29,https://elasticbeanstalk-ap-southeast-1-051040323559.s3.amazonaws.com/livemcq-files/media/uploads/English-Wizard.png,,"21:25",https://elasticbeanstalk-ap-southeast-1-051040323559.s3.amazonaws.com/livemcq-files/media/documents/12_Literature_-_04_Part_-2.pdf
13,"Lecture - 04 (Part 3)

Topic: 
Transformation of Active & Passive
(Imperative Sentence)","579646414",English Wizard,"{""360p"": ""16.26MB"", ""540p"": ""30.44MB"",  ""720p"": ""34.8MB"", ""1080p"": ""42.84MB""}","<div style=""padding:56.25% 0 0 0;position:relative;""><iframe src=""https://player.vimeo.com/video/579646414?badge=0&amp;autopause=0&amp;player_id=0&amp;app_id=58479"" frameborder=""0"" allow=""autoplay; fullscreen; picture-in-picture"" allowfullscreen style=""position:absolute;top:0;left:0;width:100%;height:100%;"" title=""Lecture005 - Voice Change Part 3 Final_10m20s""></iframe></div><script src=""https://player.vimeo.com/api/player.js""></script>",1,-13,0,"2021-07-27 01:47:25.078389","2023-08-29 10:47:12.288473",29,https://elasticbeanstalk-ap-southeast-1-051040323559.s3.amazonaws.com/livemcq-files/media/uploads/English-Wizard.png,,"10:20",https://elasticbeanstalk-ap-southeast-1-051040323559.s3.amazonaws.com/livemcq-files/media/documents/13_Literature_-_04_Part-_3.pdf
14,"Lecture - 05

Topic: 
Same Words Used as Different Parts of Speech","580127169",b59d58d09a,"{""360p"": ""25.14MB"", ""540p"": ""47.26MB"",  ""720p"": ""53.36MB"", ""1080p"": ""65.28MB""}","<div style=""padding:56.25% 0 0 0;position:relative;""><iframe src=""https://player.vimeo.com/video/580127169?badge=0&amp;autopause=0&amp;player_id=0&amp;app_id=58479"" frameborder=""0"" allow=""autoplay; fullscreen; picture-in-picture"" allowfullscreen style=""position:absolute;top:0;left:0;width:100%;height:100%;"" title=""website 006-001 Same Words Used as Different Parts of Speech""></iframe></div><script src=""https://player.vimeo.com/api/player.js""></script>",1,-18,0,"2021-07-28 05:05:18.045375","2023-08-29 08:45:09.158936",29,https://elasticbeanstalk-ap-southeast-1-051040323559.s3.amazonaws.com/livemcq-files/media/uploads/English-Wizard.png,,"16:02",https://elasticbeanstalk-ap-southeast-1-051040323559.s3.amazonaws.com/livemcq-files/media/documents/18_Literature_-_05.pdf
15,"Lecture - 04 (Part 4)

Topic: 
Transformation of Active & Passive
(Double Object, Factitive Object, Refexive Object, Cognate Object, Participle, Infinitive, Bare Infinitive, Quasi Passive, Complex & Compound Sentence)","580351890",English Wizard,"{""360p"": ""27.79MB"", ""540p"": ""51.9MB"",  ""720p"": ""59.53MB"", ""1080p"": ""73.59MB""}","<div style=""padding:56.25% 0 0 0;position:relative;""><iframe src=""https://player.vimeo.com/video/580351890?badge=0&amp;autopause=0&amp;player_id=0&amp;app_id=58479"" frameborder=""0"" allow=""autoplay; fullscreen; picture-in-picture"" allowfullscreen style=""position:absolute;top:0;left:0;width:100%;height:100%;"" title=""Website-EW-Lecture005-Part-4""></iframe></div><script src=""https://player.vimeo.com/api/player.js""></script>",1,-14,0,"2021-07-28 16:36:21.015855","2023-08-29 10:47:38.707900",29,https://elasticbeanstalk-ap-southeast-1-051040323559.s3.amazonaws.com/livemcq-files/media/uploads/English-Wizard.png,,"17:27",https://elasticbeanstalk-ap-southeast-1-051040323559.s3.amazonaws.com/livemcq-files/media/documents/14_Literature_-_04_Part-_4.pdf
16,"Lecture - 04 (Part 5)

Topic:
Transformation of Active & Passive
(Where 'by' is not used)","580346314",English Wizard,"{""360p"": ""15.05MB"", ""540p"": ""28.18MB"",  ""720p"": ""32.43MB"", ""1080p"": ""39.76MB""}","<div style=""padding:56.25% 0 0 0;position:relative;""><iframe src=""https://player.vimeo.com/video/580346314?badge=0&amp;autopause=0&amp;player_id=0&amp;app_id=58479"" frameborder=""0"" allow=""autoplay; fullscreen; picture-in-picture"" allowfullscreen style=""position:absolute;top:0;left:0;width:100%;height:100%;"" title=""Website-EW-Lecture005-Part-5""></iframe></div><script src=""https://player.vimeo.com/api/player.js""></script>",1,-15,0,"2021-07-28 16:41:11.928830","2023-08-29 10:47:56.281835",29,https://elasticbeanstalk-ap-southeast-1-051040323559.s3.amazonaws.com/livemcq-files/media/uploads/English-Wizard.png,,"09:33",https://elasticbeanstalk-ap-southeast-1-051040323559.s3.amazonaws.com/livemcq-files/media/documents/15_Literature_-_04_Part-_5.pdf
17,"Lecture - 04 (Part 6)

Topic: 
Transformation of Active & Passive [Previous BCS Questions Analysis]","580427924",English Wizard,"{""360p"": ""29.35MB"", ""540p"": ""53.89MB"",  ""720p"": ""61.83MB"", ""1080p"": ""75.91MB""}","<div style=""padding:56.25% 0 0 0;position:relative;""><iframe src=""https://player.vimeo.com/video/580427924?badge=0&amp;autopause=0&amp;player_id=0&amp;app_id=58479"" frameborder=""0"" allow=""autoplay; fullscreen; picture-in-picture"" allowfullscreen style=""position:absolute;top:0;left:0;width:100%;height:100%;"" title=""Website-EW-Lecture005-Part-6""></iframe></div><script src=""https://player.vimeo.com/api/player.js""></script>",1,-16,0,"2021-07-28 19:40:00.471587","2023-08-29 10:48:14.903410",29,https://elasticbeanstalk-ap-southeast-1-051040323559.s3.amazonaws.com/livemcq-files/media/uploads/English-Wizard.png,,"18:06",https://elasticbeanstalk-ap-southeast-1-051040323559.s3.amazonaws.com/livemcq-files/media/documents/16_Literature_-_04_Part-_6.pdf
18,"Lecture - 04 (Part 7)

Topic: 
Transformation from Passive to Active","580673077",English Wizard,"{""360p"": ""24.35MB"", ""540p"": ""44.96MB"",  ""720p"": ""50.81MB"", ""1080p"": ""61.69MB""}","<div style=""padding:56.25% 0 0 0;position:relative;""><iframe src=""https://player.vimeo.com/video/580673077?badge=0&amp;autopause=0&amp;player_id=0&amp;app_id=58479"" frameborder=""0"" allow=""autoplay; fullscreen; picture-in-picture"" allowfullscreen style=""position:absolute;top:0;left:0;width:100%;height:100%;"" title=""Website-EW-Lecture-007""></iframe></div><script src=""https://player.vimeo.com/api/player.js""></script>",1,-17,0,"2021-07-29 10:22:50.632551","2023-08-29 10:48:34.263943",29,https://elasticbeanstalk-ap-southeast-1-051040323559.s3.amazonaws.com/livemcq-files/media/uploads/English-Wizard.png,,"15:36",https://elasticbeanstalk-ap-southeast-1-051040323559.s3.amazonaws.com/livemcq-files/media/documents/17_Literature_-_04_Part-_7.pdf
19,"Lecture- 06 (Part-1)

Topic: 
Classification of Noun","582470634",English Wizard,"{""360p"": ""44.38MB"", ""540p"": ""89.52MB"",  ""720p"": ""109.38MB"", ""1080p"": ""166.16MB""}","<div style=""padding:56.25% 0 0 0;position:relative;""><iframe src=""https://player.vimeo.com/video/582470634?badge=0&amp;autopause=0&amp;player_id=0&amp;app_id=58479"" frameborder=""0"" allow=""autoplay; fullscreen; picture-in-picture"" allowfullscreen style=""position:absolute;top:0;left:0;width:100%;height:100%;"" title=""Website-EW-Lecture008""></iframe></div><script src=""https://player.vimeo.com/api/player.js""></script>",1,-19,0,"2021-08-03 11:23:06.028249","2023-08-29 10:41:11.868089",29,https://elasticbeanstalk-ap-southeast-1-051040323559.s3.amazonaws.com/livemcq-files/media/uploads/English-Wizard.png,,"24:01",https://elasticbeanstalk-ap-southeast-1-051040323559.s3.amazonaws.com/livemcq-files/media/documents/19_Literature_-_06_Part-_1.pdf
20,"Lecture - 06 (Part-2)

Topic: 
Classification of Noun [Question Analysis]","583020259",English Wizard,"{""360p"": ""11.23MB"", ""540p"": ""21.44MB"",  ""720p"": ""25.65MB"", ""1080p"": ""34.29MB""}","<div style=""padding:56.25% 0 0 0;position:relative;""><iframe src=""https://player.vimeo.com/video/583020259?badge=0&amp;autopause=0&amp;player_id=0&amp;app_id=58479"" frameborder=""0"" allow=""autoplay; fullscreen; picture-in-picture"" allowfullscreen style=""position:absolute;top:0;left:0;width:100%;height:100%;"" title=""Website-EW-Lecture-008-Part-2""></iframe></div><script src=""https://player.vimeo.com/api/player.js""></script>",1,-20,0,"2021-08-04 17:14:15.508203","2023-08-29 10:48:46.872913",29,https://elasticbeanstalk-ap-southeast-1-051040323559.s3.amazonaws.com/livemcq-files/media/uploads/English-Wizard.png,,"06:39",https://elasticbeanstalk-ap-southeast-1-051040323559.s3.amazonaws.com/livemcq-files/media/documents/20_Literature_-_06_Part-_2.pdf
21,"Lecture - 07(Part-1)

Topic: 
Classification of Pronoun","583441224",English Wizard,"{""360p"": ""20.74MB"", ""540p"": ""38.58MB"",  ""720p"": ""44.46MB"", ""1080p"": ""56.13MB""}","<div style=""padding:56.25% 0 0 0;position:relative;""><iframe src=""https://player.vimeo.com/video/583441224?badge=0&amp;autopause=0&amp;player_id=0&amp;app_id=58479"" frameborder=""0"" allow=""autoplay; fullscreen; picture-in-picture"" allowfullscreen style=""position:absolute;top:0;left:0;width:100%;height:100%;"" title=""Website-EW-Lecture009""></iframe></div><script src=""https://player.vimeo.com/api/player.js""></script>",1,-21,0,"2021-08-05 16:13:34.666452","2023-08-29 10:49:01.018685",29,https://elasticbeanstalk-ap-southeast-1-051040323559.s3.amazonaws.com/livemcq-files/media/uploads/English-Wizard.png,,"12:39",https://elasticbeanstalk-ap-southeast-1-051040323559.s3.amazonaws.com/livemcq-files/media/documents/21_Literature_-_07_Part-_1.pdf
22,"Lecture - 07 (Part-3)

Topic: 
Uses of Pronoun & Noun-Pronoun Agreement","583873870",English Wizard,"{""360p"": ""23.5MB"", ""540p"": ""43.7MB"",  ""720p"": ""49.9MB"", ""1080p"": ""61.2MB""}","<div style=""padding:56.25% 0 0 0;position:relative;""><iframe src=""https://player.vimeo.com/video/583873870?badge=0&amp;autopause=0&amp;player_id=0&amp;app_id=58479"" frameborder=""0"" allow=""autoplay; fullscreen; picture-in-picture"" allowfullscreen style=""position:absolute;top:0;left:0;width:100%;height:100%;"" title=""Website-EW-Lecture009-Part-2""></iframe></div><script src=""https://player.vimeo.com/api/player.js""></script>",1,-23,0,"2021-08-06 15:17:08.858733","2023-08-29 10:49:10.608543",29,https://elasticbeanstalk-ap-southeast-1-051040323559.s3.amazonaws.com/livemcq-files/media/uploads/English-Wizard.png,,"14:59",https://elasticbeanstalk-ap-southeast-1-051040323559.s3.amazonaws.com/livemcq-files/media/documents/23_Literature_-_07_Part-_3.pdf
23,"Lecture - 08

Topic: 
Uses of Number","583993504",English Wizard,"{""360p"": ""15.8MB"", ""540p"": ""29.5MB"",  ""720p"": ""33.4MB"", ""1080p"": ""40.3MB""}","<div style=""padding:56.25% 0 0 0;position:relative;""><iframe src=""https://player.vimeo.com/video/583993504?badge=0&amp;autopause=0&amp;player_id=0&amp;app_id=58479"" frameborder=""0"" allow=""autoplay; fullscreen; picture-in-picture"" allowfullscreen style=""position:absolute;top:0;left:0;width:100%;height:100%;"" title=""Website-EWLecture010-Part-1""></iframe></div><script src=""https://player.vimeo.com/api/player.js""></script>",1,-25,0,"2021-08-06 19:13:49.207552","2023-08-29 10:49:20.411017",29,https://elasticbeanstalk-ap-southeast-1-051040323559.s3.amazonaws.com/livemcq-files/media/uploads/English-Wizard.png,,"10:34",https://elasticbeanstalk-ap-southeast-1-051040323559.s3.amazonaws.com/livemcq-files/media/documents/25_Literature_-_08.pdf
24,"Lecture - 07 (Part-4)

Topic: 
Identification & Uses of Pronouns [Questions Analysis]","584199720",English Wizard,"{""360p"": ""14.4MB"", ""540p"": ""27.1MB"",  ""720p"": ""29.7MB"", ""1080p"": ""34.3MB""}","<div style=""padding:56.25% 0 0 0;position:relative;""><iframe src=""https://player.vimeo.com/video/584199720?badge=0&amp;autopause=0&amp;player_id=0&amp;app_id=58479"" frameborder=""0"" allow=""autoplay; fullscreen; picture-in-picture"" allowfullscreen style=""position:absolute;top:0;left:0;width:100%;height:100%;"" title=""Website-EW-Lecture009-Part-3""></iframe></div><script src=""https://player.vimeo.com/api/player.js""></script>",1,-24,0,"2021-08-07 09:55:54.742329","2023-08-29 10:19:51.706968",29,https://elasticbeanstalk-ap-southeast-1-051040323559.s3.amazonaws.com/livemcq-files/media/uploads/English-Wizard.png,,"10:48",https://elasticbeanstalk-ap-southeast-1-051040323559.s3.amazonaws.com/livemcq-files/media/documents/24_Literature_-_07_Part-_4.pdf
25,"Lecture - 07 (Part-2)

Topic: 
Uses of Pronoun & Noun-Pronoun Agreement","584273922",English Wizard,"{""360p"": ""38.7MB"", ""540p"": ""72.4MB"",  ""720p"": ""81.3MB"", ""1080p"": ""97.3MB""}","<div style=""padding:56.25% 0 0 0;position:relative;""><iframe src=""https://player.vimeo.com/video/584273922?badge=0&amp;autopause=0&amp;player_id=0&amp;app_id=58479"" frameborder=""0"" allow=""autoplay; fullscreen; picture-in-picture"" allowfullscreen style=""position:absolute;top:0;left:0;width:100%;height:100%;"" title=""Website-EW-Lecture-010-Part-1""></iframe></div><script src=""https://player.vimeo.com/api/player.js""></script>",1,-22,0,"2021-08-07 15:52:27.470303","2023-08-29 10:19:00.159032",29,https://elasticbeanstalk-ap-southeast-1-051040323559.s3.amazonaws.com/livemcq-files/media/uploads/English-Wizard.png,,"26:37",https://elasticbeanstalk-ap-southeast-1-051040323559.s3.amazonaws.com/livemcq-files/media/documents/22_Literature_-_07_Part-_2.pdf
26,"Lecture - 09 (Part-1)

Topic: 
Classification of Verbs (Major Classes)","585989352",English Wizard,"{""360p"": ""28.8MB"", ""540p"": ""54.0MB"",  ""720p"": ""62.7MB"", ""1080p"": ""78.5MB""}","<div style=""padding:56.25% 0 0 0;position:relative;""><iframe src=""https://player.vimeo.com/video/585989352?badge=0&amp;autopause=0&amp;player_id=0&amp;app_id=58479&amp;h=62838a270d"" frameborder=""0"" allow=""autoplay; fullscreen; picture-in-picture"" allowfullscreen style=""position:absolute;top:0;left:0;width:100%;height:100%;"" title=""Website-EW-Lecture-12-Part-1""></iframe></div><script src=""https://player.vimeo.com/api/player.js""></script>",1,-26,0,"2021-08-11 21:02:47.628499","2023-08-29 10:18:28.123550",29,https://elasticbeanstalk-ap-southeast-1-051040323559.s3.amazonaws.com/livemcq-files/media/uploads/English-Wizard.png,,"18:08",https://elasticbeanstalk-ap-southeast-1-051040323559.s3.amazonaws.com/livemcq-files/media/documents/26_Literature_-_09_Part-1.pdf
27,"Lecture - 10 (Part 1)

Topic: 
Uses & Structures of Finite Verbs (Structures of Tense & Voice)","586944390",English Wizard,"{""360p"": ""22.7MB"", ""540p"": ""42.6MB"", ""720p"": ""48.7MB"", ""1080p"": ""61.6MB""}","<div style=""padding:56.25% 0 0 0;position:relative;""><iframe src=""https://player.vimeo.com/video/586944390?badge=0&amp;autopause=0&amp;player_id=0&amp;app_id=58479&amp;h=f531ed4873"" frameborder=""0"" allow=""autoplay; fullscreen; picture-in-picture"" allowfullscreen style=""position:absolute;top:0;left:0;width:100%;height:100%;"" title=""Website-EW-Lecture-013-Part-1""></iframe></div><script src=""https://player.vimeo.com/api/player.js""></script>",1,-28,0,"2021-08-13 21:31:15.970094","2023-08-29 10:18:00.214464",29,https://elasticbeanstalk-ap-southeast-1-051040323559.s3.amazonaws.com/livemcq-files/media/uploads/English-Wizard.png,,"14:35",https://elasticbeanstalk-ap-southeast-1-051040323559.s3.amazonaws.com/livemcq-files/media/documents/28_Literature_-_10_Part-1.pdf
